DAQ_Elapsed_Time,V_mon,I_mon
0.0,0.3305201442562975,0.3459617752232589
0.1,0.3305201442562975,0.34564007457811385
0.2,0.3305201442562975,0.34564007457811385
0.3,0.3305201442562975,0.3459617752232589
0.4,0.33019844361115247,0.34564007457811385
0.5,0.33019844361115247,0.3453183739329688
0.6,0.33019844361115247,0.34564007457811385
0.7,0.33019844361115247,0.3453183739329688
0.8,0.33019844361115247,0.3459617752232589
0.9,0.33019844361115247,0.34564007457811385
1.0,0.33084184490144253,0.3459617752232589
1.1,0.33019844361115247,0.3459617752232589
1.2,0.3305201442562975,0.34564007457811385
1.3,0.33019844361115247,0.34564007457811385
1.4,0.3305201442562975,0.34564007457811385
1.5,0.3305201442562975,0.3459617752232589
1.6,0.33019844361115247,0.34564007457811385
1.7,0.32987674296600744,0.3453183739329688
1.8,0.33019844361115247,0.3453183739329688
1.9,0.33019844361115247,0.3453183739329688
2.0,0.3305201442562975,0.34564007457811385
2.1,0.32987674296600744,0.3453183739329688
2.2,0.33019844361115247,0.34564007457811385
2.3,0.33019844361115247,0.34564007457811385
2.4,0.3305201442562975,0.34564007457811385
2.5,0.32987674296600744,0.34564007457811385
2.6,0.32987674296600744,0.3453183739329688
2.7,0.33019844361115247,0.3449966732878238
2.8,0.32987674296600744,0.34564007457811385
2.9,0.32987674296600744,0.3453183739329688
3.0,0.33019844361115247,0.34564007457811385
3.1,0.33019844361115247,0.3453183739329688
3.2,0.33019844361115247,0.3453183739329688
3.3,0.32987674296600744,0.3453183739329688
3.4,0.3305201442562975,0.34564007457811385
3.5,0.32987674296600744,0.34564007457811385
3.6,0.33019844361115247,0.3459617752232589
3.7,0.3295550423208624,0.3453183739329688
3.8,0.3305201442562975,0.3449966732878238
3.9,0.33019844361115247,0.34564007457811385
4.0,0.32987674296600744,0.3453183739329688
4.1,0.32987674296600744,0.3459617752232589
4.2,0.33019844361115247,0.3453183739329688
4.3,0.32987674296600744,0.34564007457811385
4.4,0.32987674296600744,0.3449966732878238
4.5,0.32987674296600744,0.3449966732878238
4.6,0.32987674296600744,0.3453183739329688
4.7,0.33019844361115247,0.3449966732878238
4.8,0.32987674296600744,0.34467497264267877
4.9,0.33019844361115247,0.34564007457811385
5.0,0.33019844361115247,0.3453183739329688
5.1,0.32987674296600744,0.3453183739329688
5.2,0.32987674296600744,0.3449966732878238
5.3,0.3295550423208624,0.34467497264267877
5.4,0.32987674296600744,0.3453183739329688
5.5,0.3295550423208624,0.34564007457811385
5.6,0.32987674296600744,0.3449966732878238
5.7,0.32987674296600744,0.3453183739329688
5.8,0.3295550423208624,0.34564007457811385
5.9,0.33019844361115247,0.34467497264267877
6.0,0.32987674296600744,0.3449966732878238
6.1,0.32987674296600744,0.34467497264267877
6.2,0.3295550423208624,0.3449966732878238
6.3,0.32987674296600744,0.3449966732878238
6.4,0.32987674296600744,0.3453183739329688
6.5,0.32987674296600744,0.3453183739329688
6.6,0.3292333416757174,0.34467497264267877
6.7,0.3295550423208624,0.34467497264267877
6.8,0.32891164103057235,0.3449966732878238
6.9,0.32987674296600744,0.34467497264267877
7.0,0.3295550423208624,0.3453183739329688
7.1,0.32987674296600744,0.34467497264267877
7.2,0.32987674296600744,0.34467497264267877
7.3,0.3292333416757174,0.3453183739329688
7.4,0.32987674296600744,0.34435327199753374
7.5,0.32987674296600744,0.3453183739329688
7.6,0.3295550423208624,0.34564007457811385
7.7,0.3295550423208624,0.34435327199753374
7.8,0.32987674296600744,0.34564007457811385
7.9,0.3295550423208624,0.34435327199753374
8.0,0.3295550423208624,0.3449966732878238
8.1,0.3295550423208624,0.3449966732878238
8.2,0.3295550423208624,0.3449966732878238
8.3,0.3295550423208624,0.3449966732878238
8.4,0.3292333416757174,0.3449966732878238
8.5,0.3295550423208624,0.3453183739329688
8.6,0.3295550423208624,0.34467497264267877
8.7,0.3295550423208624,0.3449966732878238
8.8,0.3295550423208624,0.34467497264267877
8.9,0.3295550423208624,0.3449966732878238
9.0,0.33019844361115247,0.3459617752232589
9.1,0.32987674296600744,0.3453183739329688
9.2,0.33019844361115247,0.3459617752232589
9.3,0.33019844361115247,0.3459617752232589
9.4,0.33084184490144253,0.3459617752232589
9.5,0.33084184490144253,0.3459617752232589
9.6,0.3305201442562975,0.34660517651354894
9.7,0.33116354554658756,0.3459617752232589
9.8,0.33116354554658756,0.3462834758684039
9.9,0.33084184490144253,0.3462834758684039
10.0,0.33116354554658756,0.34564007457811385
10.1,0.33084184490144253,0.34660517651354894
10.2,0.3305201442562975,0.34660517651354894
10.3,0.33116354554658756,0.34660517651354894
10.4,0.3305201442562975,0.34564007457811385
10.5,0.3305201442562975,0.3462834758684039
10.6,0.33116354554658756,0.3462834758684039
10.7,0.33116354554658756,0.3462834758684039
10.8,0.33116354554658756,0.3462834758684039
10.9,0.33116354554658756,0.3462834758684039
11.0,0.3318069468368776,0.3459617752232589
11.1,0.33116354554658756,0.34660517651354894
11.2,0.33116354554658756,0.3459617752232589
11.3,0.33116354554658756,0.3462834758684039
11.4,0.3314852461917326,0.34660517651354894
11.5,0.33116354554658756,0.34660517651354894
11.6,0.33116354554658756,0.34660517651354894
11.7,0.3314852461917326,0.3462834758684039
11.8,0.3314852461917326,0.34660517651354894
11.9,0.33116354554658756,0.3462834758684039
12.0,0.3314852461917326,0.34660517651354894
12.1,0.33084184490144253,0.34692687715869397
12.2,0.33116354554658756,0.3462834758684039
12.3,0.33116354554658756,0.3462834758684039
12.4,0.33084184490144253,0.3459617752232589
12.5,0.33084184490144253,0.3462834758684039
12.6,0.33116354554658756,0.34660517651354894
12.7,0.33084184490144253,0.3462834758684039
12.8,0.3318069468368776,0.3462834758684039
12.9,0.3314852461917326,0.34660517651354894
13.0,0.3318069468368776,0.34660517651354894
13.1,0.33116354554658756,0.34660517651354894
13.2,0.3305201442562975,0.3462834758684039
13.3,0.33116354554658756,0.3462834758684039
13.4,0.3314852461917326,0.3462834758684039
13.5,0.33116354554658756,0.3462834758684039
13.6,0.3314852461917326,0.34660517651354894
13.7,0.33084184490144253,0.3459617752232589
13.8,0.33084184490144253,0.3462834758684039
13.9,0.33116354554658756,0.3459617752232589
14.0,0.33084184490144253,0.34660517651354894
14.1,0.33084184490144253,0.34660517651354894
14.2,0.3305201442562975,0.3459617752232589
14.3,0.3314852461917326,0.3459617752232589
14.4,0.3314852461917326,0.34564007457811385
14.5,0.33116354554658756,0.3462834758684039
14.6,0.33116354554658756,0.3462834758684039
14.7,0.33084184490144253,0.3462834758684039
14.8,0.33084184490144253,0.3459617752232589
14.9,0.33116354554658756,0.3459617752232589
15.0,0.3314852461917326,0.3462834758684039
15.1,0.33116354554658756,0.3462834758684039
15.2,0.33084184490144253,0.3462834758684039
15.3,0.3314852461917326,0.34660517651354894
15.4,0.33116354554658756,0.3459617752232589
15.5,0.3305201442562975,0.3459617752232589
15.6,0.33116354554658756,0.34564007457811385
15.7,0.33084184490144253,0.3462834758684039
15.8,0.33084184490144253,0.3459617752232589
15.9,0.33084184490144253,0.34564007457811385
16.0,0.33116354554658756,0.3462834758684039
16.1,0.33084184490144253,0.34564007457811385
16.2,0.33019844361115247,0.3462834758684039
16.3,0.33116354554658756,0.34660517651354894
16.4,0.33084184490144253,0.3462834758684039
